timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1512744060593,1002,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-390,text,false,,2131,0,350,350,0,0,1002
1512744060595,1001,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-391,text,false,,2131,0,349,349,0,0,1001
1512744060594,1002,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-412,text,false,,2131,0,349,349,0,0,1002
1512744060597,1005,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-413,text,false,,2131,0,347,347,0,0,1004
1512744060602,1002,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-416,text,false,,2131,0,346,346,0,0,1002
1512744060601,1003,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-394,text,false,,2131,0,345,345,0,0,1003
1512744060603,1001,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-395,text,false,,2131,0,345,345,0,0,1001
1512744060606,1007,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-417,text,false,,2131,0,343,343,0,0,1007
1512744060611,1002,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-420,text,false,,2131,0,343,343,0,0,1002
1512744060611,1002,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-399,text,false,,2131,0,343,343,0,0,1002
1512744060610,1003,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-398,text,false,,2131,0,343,343,0,0,1003
